Transport_ID,TripID,RouteID,StopID,StopName,WeekBeginning,NumberOfBoardings
T377,48795,721F,14630,20 South Rd,2013-08-11 00:00:00,1
T378,15359,491,18326,114 Dawkins Av,2014-04-06 00:00:00,1
T379,10710,142,13547,15 Knightsbridge Rd,2014-03-23 00:00:00,2
T380,50997,J1,13535,8 Sir Donald Bradman Dr,2013-07-28 00:00:00,3
T381,22424,740,18682,Zone B Seaford Interchange,2014-07-06 00:00:00,1
T382,46875,200,14585,20 Boothby St,2013-06-30 00:00:00,22
T383,27697,228F,10281,57 Main North Rd,2013-08-04 00:00:00,1
T384,16691,251,12763,13 Hawker St,2013-08-25 00:00:00,3
T385,555,361,11550,36 Nelson Rd,2013-10-20 00:00:00,2
T386,45690,171,13758,3 Glen Osmond Rd,2014-01-05 00:00:00,15
T387,31055,861,13509,R1 Pulteney St,2014-01-05 00:00:00,2
T388,14663,G10,13460,W3 Grote St,2014-06-01 00:00:00,2
T389,47513,263,14248,14A Anzac Hwy,2013-12-15 00:00:00,1
T390,33197,400,10241,63 Kinkaid Rd,2014-01-19 00:00:00,2
T391,58279,G10,13888,5 Goodwood Rd,2013-11-17 00:00:00,3
T392,16678,252,12719,14 Hawker St,2013-08-11 00:00:00,8
T393,17953,542,10919,60 Hamilton Rd,2014-01-26 00:00:00,1
T394,5683,101,12966,207 Holbrooks Rd,2014-06-08 00:00:00,4
T395,14286,178,13300,Y2 King William St,2014-04-13 00:00:00,24
T396,16709,251A,11815,27A Medika Bvd,2013-12-22 00:00:00,5
T397,64979,719,18486,W Grote St,2014-05-18 00:00:00,20
T398,15734,263,16589,5A Anzac Hwy,2014-04-06 00:00:00,1
T399,50450,H30,13364,W3 Currie St,2013-11-24 00:00:00,4
T400,14139,273,12541,15 North East Rd,2014-03-16 00:00:00,1
T401,27334,222,11967,21 Main North Rd,2014-01-05 00:00:00,10
T402,56493,190,14412,19 Bray St,2013-11-10 00:00:00,5
T403,12646,252,11616,34 Eastern Pde,2014-02-23 00:00:00,1
T404,13828,141,13312,X1 Pulteney St,2014-02-02 00:00:00,5
T405,17739,235,12696,9 Churchill Rd,2014-05-18 00:00:00,2
T406,45401,167,14058,17 St Andrews Cr,2013-11-10 00:00:00,1
T407,6099,190,14402,16 Bray St,2014-05-25 00:00:00,2
T408,50321,H22,16415,5 Henley Beach Rd,2013-10-20 00:00:00,4
T409,5912,300,12228,19 Regency Rd,2014-04-13 00:00:00,3
T410,45384,167,14253,30 Tapleys Hill Rd,2013-10-13 00:00:00,3
T411,51613,W90,13756,2 Goodwood Rd,2013-07-14 00:00:00,5
T412,14151,273,12473,16 North East Rd,2014-04-20 00:00:00,4
T413,45607,170,13292,U1 North Tce,2013-08-04 00:00:00,5
T414,51565,W90,13350,D3 Currie St,2013-12-01 00:00:00,1
T415,7019,232,13440,T1 Wakefield St,2014-06-22 00:00:00,1
T416,48756,720,14221,11 South Rd,2013-08-18 00:00:00,2
T417,8829,556,11517,39 Grand Junction Rd,2013-08-04 00:00:00,1
T418,22452,741,16179,79 Commercial Rd,2014-06-22 00:00:00,3
T419,12741,168,13728,3A Richmond Rd,2014-03-09 00:00:00,5
T420,12906,W90,13013,8 Sixth Av,2014-02-16 00:00:00,3
T421,7376,502X,13326,H2 Grenfell St,2014-06-08 00:00:00,27
T422,17421,839,17655,85 Hurling Dr,2014-04-20 00:00:00,6
T423,44787,117,12616,30 Tapleys Hill Rd,2013-07-07 00:00:00,3
T424,31127,861,13472,G1 Pulteney St,2014-01-19 00:00:00,3
T425,29033,545X,11051,51 Mcintyre Rd,2013-09-01 00:00:00,10
T426,28559,441,10159,75 Campbell Rd,2013-09-29 00:00:00,1
T427,58536,G10A,13556,Y1 Sturt St,2013-09-15 00:00:00,4
T428,1240,734,15529,55 Young St,2013-12-22 00:00:00,1
T429,28751,494,18241,158 Sunnyside Dr,2013-07-07 00:00:00,2
T430,10685,142,13416,4 Kensington Rd,2014-03-30 00:00:00,12
T431,31812,G40,10744,57 John Rd,2013-09-15 00:00:00,7
T432,10161,117,12747,23  Findon Rd,2014-06-15 00:00:00,1
T433,9268,B10,13209,6 South Rd,2014-02-16 00:00:00,1
T434,50633,H30S,13194,3A Magill Rd,2014-01-19 00:00:00,1
T435,16864,254X,11747,35 Grand Junction Rd,2013-08-04 00:00:00,2
T436,18385,542X,11043,54 Elizabeth St,2014-01-26 00:00:00,16
T437,18640,253,13069,5 Hill St,2014-03-16 00:00:00,1
T438,11268,H30,12893,23 Moules Rd,2014-02-02 00:00:00,1
T439,48120,333,11511,Zone B Glanville Station,2013-07-07 00:00:00,1
T440,57285,600,15139,29B Shepherds Hill Rd,2013-12-29 00:00:00,2
T441,11713,157,12415,33 West Lakes Bvd,2014-06-15 00:00:00,3
T442,57947,C1,13365,C1 Currie St,2013-10-06 00:00:00,1
T443,16437,M44,13566,J1 West Tce,2014-05-25 00:00:00,1
T444,10315,H20,13373,Y2 Currie St,2014-06-08 00:00:00,1
T445,11716,H32,16472,22A Lexington Rd,2014-03-30 00:00:00,11
T446,8951,506,11393,42 Smart Rd,2013-09-22 00:00:00,1
T447,50552,H30,18492,Zone C West Lakes Interchange,2013-11-24 00:00:00,9
T448,58810,G21,15290,35 Flagstaff Rd,2013-07-14 00:00:00,1
T449,27943,241A,13863,5A Daly Av,2013-09-15 00:00:00,1
T450,50939,J1,16408,3 Henley Beach Rd,2013-06-30 00:00:00,4
T451,8785,200C,13917,6 King William Rd,2014-05-11 00:00:00,1
T452,15954,G10,14457,16 Goodwood Rd,2014-05-04 00:00:00,1
T453,48433,502,11802,28 Sudholz Rd,2014-01-19 00:00:00,7
T454,29614,720H,17969,Zone A Hallett Cove Shopping C,2013-07-28 00:00:00,3
T455,49708,B10C,13089,25 Vine St,2013-08-25 00:00:00,1
T456,13253,171,14336,19 Princes Rd,2014-05-25 00:00:00,1
T457,31227,864,15329,61 Mount Barker Rd,2013-12-01 00:00:00,3
T458,11025,235,12861,7 Jeffcott St,2014-05-25 00:00:00,1
T459,19090,300,14102,168 Cross Rd,2014-06-22 00:00:00,1
T460,12619,251,12763,13 Hawker St,2014-06-08 00:00:00,8
T461,10359,H21,16395,8 The Parade,2014-02-02 00:00:00,7
T462,11763,H33,16457,18 Henley Beach Rd,2014-01-26 00:00:00,1
T463,1195,404,10594,43 Martins Rd,2013-08-04 00:00:00,5
T464,12433,239,13283,S1 North Tce,2013-12-22 00:00:00,2
T465,65007,720,14676,21 South Rd,2013-12-08 00:00:00,4
T466,27770,228F,10711,45 Main North Rd,2013-11-10 00:00:00,2
T467,57041,300,12991,26 Grange Rd,2013-09-08 00:00:00,1
T468,28951,541X,11282,48 Hancock Rd,2013-10-27 00:00:00,7
T469,45039,144,13529,2 Grant Av,2013-08-04 00:00:00,2
T470,4840,271,12680,11 North East Rd,2014-06-29 00:00:00,8
T471,44809,118,12602,30 Tapleys Hill Rd,2013-12-29 00:00:00,2
T472,58254,G10,13078,2 King William Rd,2013-12-08 00:00:00,2
T473,49538,B10,13256,4 George St,2013-09-22 00:00:00,1
T474,58937,M44,13452,D2 Grote St,2013-12-29 00:00:00,4
T475,17412,838H,18183,66E Dutton Rd,2014-05-04 00:00:00,1
T476,16210,G40,10893,51 Golden Grove Rd,2014-03-09 00:00:00,5
T477,7445,281,13299,C1 North Tce,2014-02-02 00:00:00,2
T478,29058,546X,11403,43S Smart Rd,2014-01-12 00:00:00,2
T479,498,452,10056,80 Anderson Wk,2013-11-10 00:00:00,1
T480,19206,864F,15103,54 Mount Barker Rd,2014-02-16 00:00:00,1
T481,58581,G10B,12378,15 Prospect Rd,2013-10-06 00:00:00,4
T482,14791,C2,17332,79 Golden Grove Rd,2014-06-15 00:00:00,4
T483,58797,G21,15503,Zone C Aberfoyle Hub Centre In,2013-10-06 00:00:00,5
T484,62693,232,12326,18 Days Rd,2014-01-05 00:00:00,1
T485,32428,J7,12747,23  Findon Rd,2013-11-10 00:00:00,3
T486,51745,W91,13287,B1 Pulteney St,2013-08-11 00:00:00,34
T487,27252,222,18395,Zone A Main Street,2014-06-29 00:00:00,1
T488,51194,J2,13306,B2 Pulteney St,2013-10-27 00:00:00,16
T489,45853,172,14215,12 Harrow Tce,2014-01-05 00:00:00,1
T490,12713,253X,13261,Z3 King William St,2014-06-29 00:00:00,3
T491,50834,H32,16415,5 Henley Beach Rd,2014-01-19 00:00:00,7
T492,65002,720,14776,23 South Rd,2014-06-08 00:00:00,2
T493,50130,H20,12418,24 Newton Rd,2013-10-13 00:00:00,3
T494,56711,230,12608,12 Harrison Rd,2013-10-20 00:00:00,4
T495,4417,271,11618,35 North East Rd,2013-07-28 00:00:00,6
T496,8599,B10,12967,22 Grange Rd,2014-05-11 00:00:00,1
T497,57032,300,13217,144 Portrush Rd,2013-09-01 00:00:00,1
T498,27685,228F,12297,17 Main North Rd,2014-06-29 00:00:00,9
T499,9611,528,12069,22A Birdwood Rd,2014-05-04 00:00:00,3
T500,45274,157,12774,12 Port Rd,2013-12-01 00:00:00,2
T501,11980,248F,14506,21 Hendrie St,2014-06-22 00:00:00,9
T502,56504,190,13978,7 Unley Rd,2013-10-06 00:00:00,1
T503,46499,178F,12062,37 Gorge Rd,2013-11-03 00:00:00,3
T504,437,400,10505,49A Waterloo Corner Rd,2014-06-22 00:00:00,1
T505,27637,228,10239,64 Kinkaid Rd,2014-01-12 00:00:00,3
T506,7757,200,13969,7 King William Rd,2014-03-23 00:00:00,2
T507,56927,232,12163,27 Torrens Rd,2013-07-14 00:00:00,3
T508,17072,254,13261,Z3 King William St,2013-07-07 00:00:00,21
T509,12755,G10,14741,22 Fiveash Dr,2013-07-07 00:00:00,1
T510,27662,228,12771,8 Main North Rd,2013-11-10 00:00:00,1
T511,50861,J1,17978,8A Sir Donald Bradman Dr,2013-08-11 00:00:00,1
T512,273,400,10405,54 John Rice Av,2013-08-25 00:00:00,4
T513,15744,M44,13341,T3 Grenfell St,2014-02-09 00:00:00,1
T514,36390,411,10631,39B Jamison St,2013-09-01 00:00:00,1
T515,14203,174,12842,11 Payneham Rd,2014-03-02 00:00:00,2
T516,58204,C2,10945,50 Golden Grove Rd,2013-07-21 00:00:00,2
T517,11762,H33,16426,9 Henley Beach Rd,2014-03-09 00:00:00,6
T518,6574,196F,13561,K1 Pulteney St,2014-03-16 00:00:00,2
T519,56800,230,12326,18 Days Rd,2013-10-27 00:00:00,17
T520,58897,M44,11237,46 Ladywood Rd,2013-08-04 00:00:00,1
T521,16631,M44C,14888,28 Finniss St,2014-03-09 00:00:00,11
T522,7410,503,11797,34C Valiant Rd,2014-06-29 00:00:00,2
T523,56971,232R,16279,X2 King William St,2013-08-04 00:00:00,67
T524,16753,252,12567,17 Torrens Rd,2013-08-04 00:00:00,1
T525,64374,681,15542,57H Cherub St,2014-03-16 00:00:00,4
T526,50064,H20,13813,8K  Marion Rd,2013-09-29 00:00:00,2
T527,18326,864,13707,1 Glen Osmond Rd,2014-06-08 00:00:00,1
T528,27689,228F,10096,78 Uley Rd,2013-07-28 00:00:00,1
T529,51539,W90,13811,4 Leader St,2013-08-11 00:00:00,1
T530,10771,H22,16408,3 Henley Beach Rd,2014-03-16 00:00:00,4
T531,49648,B10,13242,3 George St,2013-08-11 00:00:00,3
T532,57024,300,12215,21 North East Rd,2014-01-12 00:00:00,3
T533,29732,721,15996,59 Beach Rd,2013-10-27 00:00:00,1
T534,48740,720,15474,49 Quailo Av,2013-11-17 00:00:00,3
T535,51181,J2,13562,11 Sir Donald Bradman Dr,2013-09-29 00:00:00,1
T536,44935,141,13345,E2 Currie St,2013-11-10 00:00:00,15
T537,16872,254X,11898,28A Hanson Rd,2013-11-17 00:00:00,5
T538,50544,H30,13194,3A Magill Rd,2013-12-08 00:00:00,1
T539,29825,721F,15362,34 Main South Rd,2013-07-21 00:00:00,1
T540,6193,172,13432,H1 Wakefield St,2014-04-13 00:00:00,1
T541,27696,228F,10281,57 Main North Rd,2014-05-18 00:00:00,1
T542,44996,142,13423,2 Kensington Rd,2013-10-20 00:00:00,7
T543,1547,745,16155,74 Barcelona Rd,2014-02-16 00:00:00,1
T544,17366,502,10998,40A Bridge Rd,2013-12-22 00:00:00,1
T545,51187,J2,16409,2 Henley Beach Rd,2013-12-22 00:00:00,4
T546,50957,J1,13530,6 Sir Donald Bradman Dr,2013-08-25 00:00:00,1
T547,51590,W90,14864,27A Bradley Gr,2013-12-22 00:00:00,1
T548,14120,273,12146,22 North East Rd,2014-04-06 00:00:00,4
T549,10778,H22,16369,17 The Parade,2014-02-02 00:00:00,4
T550,468,400,10330,56B Hogarth Rd,2013-11-17 00:00:00,1
T551,15123,G10,16288,V1 King William St,2014-06-08 00:00:00,7
T552,63475,720H,13461,X1 Grote St,2013-12-01 00:00:00,2
T553,65383,721F,15140,30 Main South Rd,2014-03-30 00:00:00,2
T554,45324,162,13513,5B Sir Donald Bradman Dr,2013-10-27 00:00:00,23
T555,64344,B10,13279,R1 North Tce,2014-01-05 00:00:00,8
T556,57047,300,15049,Zone A Flinders Medical Centre,2014-01-05 00:00:00,1
T557,49528,B10,12733,31 Frederick Rd,2013-11-10 00:00:00,1
T558,9182,507,11479,38 North East Rd,2013-10-06 00:00:00,4
T559,65015,720,15189,40 Brighton Rd,2014-05-04 00:00:00,3
T560,7029,232,16279,X2 King William St,2014-04-27 00:00:00,24
T561,22505,745,16047,Zone B Noarlunga Centre Interc,2014-06-29 00:00:00,18
T562,52958,253,12245,Zone E Arndale Interchange,2013-07-14 00:00:00,9
T563,57021,300,14753,22 Fiveash Dr,2013-09-01 00:00:00,3
T564,50138,H20,16420,7 Henley Beach Rd,2013-11-17 00:00:00,2
T565,7651,287,13244,30 Military Rd,2014-04-20 00:00:00,2
T566,57024,300,12747,23  Findon Rd,2013-10-13 00:00:00,6
T567,10674,141,13385,12 Kensington Rd,2014-06-22 00:00:00,1
T568,29076,556,11968,30 Lower North East Rd,2013-07-21 00:00:00,4
T569,64152,744,16100,55 Honeypot Rd,2013-12-29 00:00:00,1
T570,23438,745A,16047,Zone B Noarlunga Centre Interc,2014-03-16 00:00:00,2
T571,5738,117,12806,21  Crittenden Rd,2014-04-06 00:00:00,1
T572,46349,178,12004,38 Coulls Rd,2013-11-17 00:00:00,1
T573,27769,228F,17982,2 King William Rd,2013-09-01 00:00:00,1
T574,57837,C1,11378,Zone E Tea Tree Plaza Intercha,2013-10-13 00:00:00,49
T575,17145,265,13781,2 Anzac Hwy,2013-08-11 00:00:00,2
T576,45173,150,17452,51A Victoria Rd,2013-08-18 00:00:00,1
T577,65049,720,14776,23 South Rd,2013-12-22 00:00:00,1
T578,64774,720H,14902,25B Main South Rd,2013-12-29 00:00:00,2
T579,7908,506,11048,52 Nelson Rd,2014-06-29 00:00:00,1
T580,49647,B10,13219,6 South Rd,2013-10-20 00:00:00,1
T581,27312,222,16647,33E Mawson Lakes Bvd,2014-06-01 00:00:00,2
T582,44807,118,11908,35 Old Port Rd,2013-07-14 00:00:00,4
T583,44819,118,12670,24 Trimmer Pde,2013-10-13 00:00:00,1
T584,7046,232,12968,5A Jeffcott St,2014-06-08 00:00:00,2
T585,21213,C1,10790,Zone A Golden Grove Village In,2014-04-20 00:00:00,1
T586,27443,224,16647,33E Mawson Lakes Bvd,2013-12-01 00:00:00,1
T587,16604,M44,10899,57 Richardson Dr,2014-03-30 00:00:00,2
T588,45206,150,13302,X1 North Tce,2014-01-05 00:00:00,2
T589,52990,254,12498,19 Torrens Rd,2013-07-28 00:00:00,1
T590,52658,224,10698,40 Salisbury Hwy,2014-01-19 00:00:00,1
T591,10060,208,17397,23A Princes Rd,2014-06-08 00:00:00,2
T592,31139,861,13338,F3 Grenfell St,2013-09-22 00:00:00,58
T593,22329,747,17210,94 Grand Bvd,2014-06-08 00:00:00,1
T594,6059,190,14491,24 Cliff St,2014-02-16 00:00:00,2
T595,44907,141,13399,9 Kensington Rd,2013-12-01 00:00:00,5
T596,8715,200B,15053,Zone B Flinders Medical Centre,2014-06-01 00:00:00,37
T597,18022,506,11062,60 Kelly Rd,2013-10-27 00:00:00,3
T598,19377,271,13354,D1 Currie St,2014-04-20 00:00:00,1
T599,5889,300,13046,9  Portrush Rd,2014-02-16 00:00:00,15
T600,56681,196F,14801,27 Laffers Rd,2013-11-24 00:00:00,2
T601,56924,232,11748,35 Grand Junction Rd,2013-08-04 00:00:00,3
T602,50969,J1,13527,5C Sir Donald Bradman Dr,2013-09-01 00:00:00,1
T603,54934,G10,12658,10 Prospect Rd,2013-07-07 00:00:00,2
T604,48360,501,12129,Zone C Paradise Interchange,2014-01-05 00:00:00,3
T605,44839,118,12438,32 Tapleys Hill Rd,2013-07-14 00:00:00,1
T606,20163,506,11067,51A Sleep Rd,2014-03-02 00:00:00,1
T607,8913,506,16607,56 Murrell Rd,2014-01-19 00:00:00,1
T608,30385,734,16028,68 Beach Rd,2013-10-13 00:00:00,5
T609,45906,172,14215,12 Harrow Tce,2013-06-30 00:00:00,3
T610,11521,245,13274,A2 King William Rd,2014-03-16 00:00:00,10
T611,11260,H30,17341,31 Stradbroke Rd,2014-06-22 00:00:00,1
T612,47761,287,13224,10 Ashley St,2013-08-11 00:00:00,1
T613,55287,N4,18486,W Grote St,2013-09-08 00:00:00,1
T614,48749,720,14981,31 Sturt Rd,2013-10-06 00:00:00,1
T615,8355,287,13125,19 Valetta Rd,2014-02-02 00:00:00,4
T616,57145,300J,13633,152 Portrush Rd,2013-07-14 00:00:00,1
T617,58372,G10,14433,15 Goodwood Rd,2013-12-29 00:00:00,8
T618,50120,H20,16433,2 Bartels Rd,2013-11-10 00:00:00,1
T619,9823,H30,16440,23 Henley Beach Rd,2014-03-16 00:00:00,1
T620,52676,224,13049,3 O'Connell St,2014-02-23 00:00:00,1
T621,6316,J2,13372,Y1 Currie St,2014-04-20 00:00:00,3
T622,10830,H22L,17798,X1 Glover Av,2014-02-02 00:00:00,1
T623,11754,H33,16446,15 Henley Beach Rd,2014-03-23 00:00:00,2
T624,45496,168,14061,16 Hoylake St,2013-10-20 00:00:00,2
T625,50636,H30S,16418,6 Henley Beach Rd,2013-08-04 00:00:00,11
T626,52993,254,12026,27 Hanson Rd,2013-10-06 00:00:00,1
T627,30860,820,13594,O3 Hutt Rd,2013-10-20 00:00:00,1
T628,6973,230,12487,16 Pym St,2014-06-22 00:00:00,3
T629,7444,281,12594,14 Harris Rd,2014-04-27 00:00:00,2
T630,11690,155,12846,10 Port Rd,2014-03-16 00:00:00,1
T631,972,734,15894,64 Galloway Rd,2014-05-18 00:00:00,4
T632,33896,117,12747,23  Findon Rd,2013-08-25 00:00:00,1
T633,27269,222,16291,U1 Victoria Sq,2014-05-25 00:00:00,16
T634,14282,178,12812,12 Payneham Rd,2014-06-08 00:00:00,1
T635,49516,B10,13189,7 South Rd,2013-08-11 00:00:00,1
T636,8383,288,16591,T1 North Tce,2014-07-06 00:00:00,4
T637,1357,190,14254,12 Belair Rd,2014-01-05 00:00:00,13
T638,13785,174,12750,13A Payneham Rd,2014-04-20 00:00:00,1
T639,50069,H20,13524,8C  Marion Rd,2013-06-30 00:00:00,1
T640,12430,239,11913,29 Days Rd,2013-10-13 00:00:00,1
T641,45159,150,12076,29 Port Rd,2013-07-07 00:00:00,3
T642,64064,281,12344,20 Fourth Av,2014-01-05 00:00:00,2
T643,11258,H30,12921,16 / 16D Glynburn Rd,2014-07-06 00:00:00,2
T644,20067,601,15503,Zone C Aberfoyle Hub Centre In,2014-02-16 00:00:00,2
T645,27609,225M,10534,Zone I Salisbury Interchange,2013-09-15 00:00:00,13
T646,50620,H30S,18492,Zone C West Lakes Interchange,2013-06-30 00:00:00,3
T647,52624,222,12288,17 Main North Rd,2013-08-18 00:00:00,1
T648,45187,150,12835,10 Port Rd,2013-10-27 00:00:00,1
T649,14255,178,12950,9 Payneham Rd,2014-05-11 00:00:00,5
T650,17641,203,12962,5 Melbourne St,2014-03-09 00:00:00,1
T651,10897,W91,13341,T3 Grenfell St,2014-01-26 00:00:00,2
T652,5832,H33C,12761,23 Koonga Av,2014-03-02 00:00:00,3
T653,15761,263,14974,Zone D Marion Interchange,2014-02-02 00:00:00,4
T654,57279,600,15032,Zone B Blackwood Interchange,2013-09-08 00:00:00,2
T655,50566,H30,17722,28 Stradbroke Rd,2013-07-07 00:00:00,2
T656,50646,H30S,16461,12 Henley Beach Rd,2013-12-22 00:00:00,1
T657,12471,J8,18637,29C Cheltenham Pde,2014-04-27 00:00:00,1
T658,50944,J1,16405,1 Henley Beach Rd,2013-12-01 00:00:00,2
T659,45090,147,13579,5 Dulwich Av,2013-10-13 00:00:00,8
T660,16675,251,13078,2 King William Rd,2013-08-18 00:00:00,1
T661,48146,333B,11045,52 Military Rd,2013-12-22 00:00:00,1
T662,31029,860F,13710,1 Glen Osmond Rd,2013-10-20 00:00:00,2
T663,27084,202F,11449,33 Bridge Rd,2013-08-04 00:00:00,1
T664,10867,H30,12443,33 Graves St,2014-06-29 00:00:00,4
T665,58256,G10,13846,4 Goodwood Rd,2013-11-24 00:00:00,5
T666,50435,H30,12454,36 Graves St,2013-08-18 00:00:00,1
T667,50099,H20,13371,B1 Currie St,2013-10-20 00:00:00,1
T668,11198,147,13308,B1 East Tce,2014-02-16 00:00:00,4
T669,56413,190,14281,13 Belair Rd,2013-09-01 00:00:00,1
T670,20865,545,10953,54 Hillendale Dr,2014-02-23 00:00:00,1
T671,27410,222,17536,Zone B Mawson Central Intercha,2014-03-23 00:00:00,1
T672,27764,228F,11682,25 Main North Rd,2014-07-06 00:00:00,4
T673,58295,G10,14542,18 Goodwood Rd,2014-01-12 00:00:00,5
T674,44709,100,12266,Zone A Arndale Interchange,2013-08-18 00:00:00,108
T675,58253,G10,12947,5 O Connell St,2013-07-14 00:00:00,5
T676,13239,171,18035,16B Taylors Rd,2014-04-13 00:00:00,1
T677,44725,100,13945,9C  Marion Rd,2013-10-20 00:00:00,2
T678,20256,542,11367,Zone F Tea Tree Plaza Intercha,2014-03-30 00:00:00,5
T679,36925,579,12348,36 Quondong Av,2013-11-17 00:00:00,1
T680,59046,M44,13814,3 Anzac Hwy,2013-11-03 00:00:00,3
T681,48739,720,13504,1A Sir Donald Bradman Dr,2013-06-30 00:00:00,3
T682,65212,B10,12955,20 Grange Rd,2014-01-05 00:00:00,1
T683,50526,H30,12856,25 Morialta Rd,2013-09-29 00:00:00,1
T684,16816,251,12716,14 Hawker St,2013-08-25 00:00:00,1
T685,12763,168,14011,13 Mooringe Av,2014-05-04 00:00:00,1
T686,6015,178S,13484,S1 Hutt St,2014-04-27 00:00:00,1
T687,59018,M44,10915,56 Richardson Dr,2013-09-01 00:00:00,2
T688,19947,507,11429,40 North East Rd,2014-04-13 00:00:00,1
T689,9582,203B,12994,4 Melbourne St,2014-05-25 00:00:00,1
T690,34641,150,12880,8 Port Rd,2014-01-19 00:00:00,1
T691,58867,M44,16667,Zone A Klemzig Interchange,2013-08-18 00:00:00,1
T692,17161,265,14931,35 Brighton Rd,2013-07-07 00:00:00,5
T693,45163,150,12774,12 Port Rd,2013-12-08 00:00:00,1
T694,23210,C1,10790,Zone A Golden Grove Village In,2013-07-07 00:00:00,15
T695,53311,442,18403,88 Main Tce,2014-06-15 00:00:00,1
T696,36488,440,10157,70 Woodford Rd,2013-09-29 00:00:00,3
T697,11626,150,17452,51A Victoria Rd,2014-03-09 00:00:00,3
T698,17583,208,12474,15 Galway Av,2013-10-27 00:00:00,1
T699,27977,248,13781,2 Anzac Hwy,2013-12-01 00:00:00,3
T700,48388,501,11330,35A Walkleys Rd,2013-10-13 00:00:00,5
T701,28731,493,18223,147 Fifth St,2014-06-08 00:00:00,1
T702,56746,230,12191,26 Torrens Rd,2013-09-29 00:00:00,1
T703,16024,235,11890,21 Churchill Rd,2014-06-22 00:00:00,4
T704,18375,865,13758,3 Glen Osmond Rd,2014-05-18 00:00:00,30
T705,58290,G10,14048,8 Goodwood Rd,2013-09-29 00:00:00,5
T706,58867,M44,13292,U1 North Tce,2013-11-17 00:00:00,3
T707,8766,506,11048,52 Nelson Rd,2013-11-24 00:00:00,1
T708,57455,645,14982,31 Sturt Rd,2013-07-28 00:00:00,1
T709,47729,287,13122,28 Marlborough St,2013-07-21 00:00:00,1
T710,52849,241,14830,29A Morphett Rd,2013-11-10 00:00:00,1
T711,51198,M44,10882,58 Richardson Rd,2013-06-30 00:00:00,1
T712,58345,G10,13922,6 Goodwood Rd,2013-12-15 00:00:00,1
T713,58278,G10,17738,Zone B Registry Rd Flinders Un,2013-11-24 00:00:00,4
T714,5912,300,14001,18  Portrush Rd,2014-06-01 00:00:00,1
T715,7059,232,12608,12 Harrison Rd,2014-04-13 00:00:00,2
T716,5709,117,12199,33F West Lakes Bvd,2014-03-09 00:00:00,1
T717,15316,M44,11370,Zone C Tea Tree Plaza Intercha,2014-01-26 00:00:00,15
T718,28083,262,14297,18 Anzac Hwy,2013-07-07 00:00:00,3
T719,9993,203F,11262,46 Fairfax Rd,2014-03-23 00:00:00,1
T720,13941,147,13649,10 Greenhill Rd,2014-05-18 00:00:00,1
T721,31297,864F,14916,42 Mount Barker Rd,2013-10-13 00:00:00,11
T722,855,733,15477,36 Serpentine Rd,2013-12-08 00:00:00,2
T723,27517,224F,18395,Zone A Main Street,2014-04-20 00:00:00,2
T724,45277,157,12546,18 Port Rd,2013-09-15 00:00:00,2
T725,1090,273,13310,Y1 Pulteney St,2013-07-28 00:00:00,23
T726,16658,251,12820,11 Hawker St,2013-10-13 00:00:00,9
T727,52943,253,12719,14 Hawker St,2013-10-06 00:00:00,2
T728,52555,208,12364,17 Galway Av,2013-10-20 00:00:00,3
T729,11416,147,13282,G2 North Tce,2014-02-23 00:00:00,3
T730,50111,H20,16415,5 Henley Beach Rd,2013-10-27 00:00:00,1
T731,11632,150,11708,37 Commercial Rd,2014-02-16 00:00:00,2
T732,28006,248,14042,10 Anzac Hwy,2013-10-06 00:00:00,1
T733,48163,333B,11071,51 Military Rd,2013-09-22 00:00:00,1
T734,47880,287,13148,21 Valetta Rd,2013-07-28 00:00:00,4
T735,6968,230,12502,14 Harrison Rd,2014-07-06 00:00:00,2
T736,6051,190,14349,14A Edward St,2014-06-29 00:00:00,1
T737,58814,G21,15349,44 Black Rd,2013-11-17 00:00:00,10
T738,28889,506,11401,42A Smart Rd,2013-06-30 00:00:00,3
T739,15333,M44,14133,11A  Marion Rd,2014-04-06 00:00:00,1
T740,13498,232,11665,38 Commercial Rd,2014-02-02 00:00:00,8
T741,27437,224,10259,61 Philip Hwy,2013-08-25 00:00:00,1
T742,9424,H22,16472,22A Lexington Rd,2014-05-04 00:00:00,1
T743,50458,H30,16359,29 Seaview Rd,2013-12-08 00:00:00,1
T744,2532,208,12228,19 Regency Rd,2013-08-25 00:00:00,4
T745,14669,G10,14457,16 Goodwood Rd,2014-06-08 00:00:00,3
T746,53150,400,10328,57 Haydown Rd,2014-04-13 00:00:00,1
T747,14293,178,12101,44 George St,2014-05-18 00:00:00,4
